Library service,Library name,In use 2010,In use 2016,Type of library,Type of closed library,Closed,New building,Replace existing,Notes,Weekly hours open,Weekly hours staffed
Bury,Brandlesholme Community Centre and Library,yes,yes,LAL,,,2010,,Extension and refurburbishment,16.5,16.5
Bury,Bury Library,yes,yes,LAL,,,,,,49.0,49.0
Bury,Castle Leisure Centre Library,yes,yes,LAL,,,,,,12.0,12.0
Bury,Coronation Road Community Centre and Library,yes,yes,LAL,,,2010,,,16.5,16.5
Bury,Dumers Lane Community Centre and Library,yes,yes,LAL,,,2010,,,13.0,13.0
Bury,Moorside Community Centre and Library,yes,yes,LAL,,,2010,,Extension and refurburbishment,16.5,16.5
Bury,New Kershaw Centre Library,yes,no,,XL,2016,,,Closed 2016,,
Bury,Prestwich Library and Adult Learning Centre,yes,yes,LAL,,,,,,46.0,46.0
Bury,Radcliffe Library,yes,yes,LAL,,,,,,37.5,37.5
Bury,Ramsbottom Library and Adult Learning Centre,yes,yes,LAL,,,,,,39.5,39.5
Bury,Sedgley Park library,yes,no,,XL,2015,,,Closed 2015,,
Bury,South Cross Street library,yes,no,,XL,2015,,,Closed 2015,,
Bury,Topping Fold Community Centre and Library,yes,yes,LAL,,,,,,13.0,13.0
Bury,Tottington Library,yes,yes,LAL,,,,,,33.5,33.5
Bury,Unsworth Library,yes,yes,LAL,,,,,,33.5,33.5
Bury,Whitefield Library and Adult Learning Centre,yes,yes,LAL,,,,,,39.5,39.5
Calderdale,Akroyd,yes,yes,LAL,,,,,,15.0,15.0
Calderdale,Bailiff Bridge,yes,yes,LAL,,,,,,15.0,15.0
Calderdale,Beechwood Road,yes,yes,LAL,,,,,,25.0,25.0
Calderdale,Brighouse,yes,yes,LAL,,,,,,37.0,37.0
Calderdale,Elland,yes,yes,LAL,,,,,,37.0,37.0
Calderdale,Greetland,yes,yes,LAL,,,,,,12.0,12.0
Calderdale,Halifax central library,yes,yes,LAL,,,,,New library planned to open late 2016,45.5,45.5
Calderdale,Hebden Bridge,yes,yes,LAL,,,,,,37.0,37.0
Calderdale,Hipperholme,yes,yes,LAL,,,,,,25.0,25.0
Calderdale,King Cross,yes,yes,LAL,,,Oct-10,Yes,,37.0,37.0
Calderdale,Mixenden,yes,yes,LAL,,,,,,20.5,20.5
Calderdale,Mytholmroyd,yes,yes,LAL,,,,,,12.0,12.0
Calderdale,Northowram,yes,yes,LAL,,,,,,25.0,25.0
Calderdale,Rastrick,yes,yes,LAL,,,,,,30.0,30.0
Calderdale,Ripponden,yes,yes,LAL,,,,,,14.0,14.0
Calderdale,Shelf,yes,yes,LAL,,,,,,17.5,17.5
Calderdale,Skircoat,yes,yes,LAL,,,,,,24.0,24.0
Calderdale,Southowram,yes,yes,LAL,,,,,,10.5,10.5
Calderdale,Sowerby Bridge,yes,yes,LAL,,,,,,37.0,37.0
Calderdale,Stainland,yes,yes,LAL,,,,,,8.0,8.0
Calderdale,Todmorden,yes,yes,LAL,,,,,,37.0,37.0
Calderdale,Walsden,yes,yes,LAL,,,,,,8.0,8.0
Cambridgeshire,Arbury Court Library,yes,yes,LAL,,,,,,27.0,27.0
Cambridgeshire,Bar Hill Library,yes,yes,LAL,,,,,,23.0,23.0
Cambridgeshire,Barnwell Road Library,yes,yes,LAL,,,,,New library planned in East Barnwell Community hub,23.0,23.0
Cambridgeshire,Bassingbourn Library Access Point,No,no,CRL,,,,,"Community run library since 2004, no change in status of library",8.5,8.5
Cambridgeshire,Bottisham Library Access Point,No,no,CRL,,,,,"Community run library since 2004, no change in status of library",23.0,23.0
Cambridgeshire,Buckden Library,yes,yes,LAL,,,,,,15.0,15.0
Cambridgeshire,Burwell Library,yes,yes,LAL,,,,,,23.0,23.0
Cambridgeshire,Cambourne Library,,,,,,,,,,
,yes,yes,no,,,,,,27.0,27.0,
Cambridgeshire,"Central Library, Cambridge",yes,yes,LAL,,,,,,55.5,55.5
Cambridgeshire,Chatteris Library,yes,no,LAL,,,,,Rebranded as Chatteris Community Hub - library and Fenland District Council one stop shop,27.0,27.0
Cambridgeshire,Chatteris Community Hub,no,yes,LAL,,,2013,Yes,Refurbished Chatteris library rebranded,,
Cambridgeshire,Cherry Hinton Library,yes,yes,LAL,,,,,,27.0,27.0
Cambridgeshire,Comberton Library,yes,yes,LAL,,,,,,15.0,15.0
Cambridgeshire,Cottenham Library,yes,yes,LAL,,,,,,23.0,23.0
Cambridgeshire,Ely Library,yes,yes,LAL,,,,,,42.0,42.0
Cambridgeshire,Fulbourn Library Access Point,no,no,CRL,,,,,"Community run library since 2004, no change in status of library",14.0,14.0
Cambridgeshire,Gamlingay Library Access Point,no,no,CRL,,,2012,,Community run library since 2004,,
Moved to new premises in 2012.,19.0,yes,,,,,,,,,
Cambridgeshire,Great Shelford,yes,yes,LAL,,,,,,23.0,23.0
Cambridgeshire,Haddenham Library Access Point,no,no,CRL,,,,,"Community run library since 2004, no change in status of library",12.5,12.5
Cambridgeshire,Histon Library,yes,yes,LAL,,,,,,27.0,27.0
Cambridgeshire,Huntingdon Library and Archive,yes,yes,LAL,,,,,,42.0,42.0
Cambridgeshire,Linton Library,yes,yes,LAL,,,,,,23.0,23.0
Cambridgeshire,Little Downham Library Access Point,no,no,CRL,,,,,"Community run library since 2004, no change in status of library",7.5,7.5
Cambridgeshire,Littleport Library,yes,yes,LAL,,,,,Roof replacement and library refurbishment 2014,23.0,23.0
Cambridgeshire,March Library,yes,yes,LAL,,,,,,42.0,42.0
Cambridgeshire,Melbourn Library Access Point,no,no,CRL,,,2014,,"Community run library since 2004, no change in status of library",28.0,28.0
Cambridgeshire,Milton Road Library,yes,yes,LAL,,,,,New library with community rooms and flats above at planning stage,27.0,27.0
Cambridgeshire,Papworth Library,yes,yes,LAL,,,,,,15.0,15.0
Cambridgeshire,Ramsey Library,yes,no,,XLR,2011,,,Replaced by new Ramsey library on The Great Whyte,,
Cambridgeshire,Ramsey Library,no,yes,LAL,,,2011,Yes,"Repaced the old library in School Lane, Ramsey",23.0,23.0
Cambridgeshire,Rock Road Library,yes,yes,LAL,,,,,,27.0,27.0
Cambridgeshire,St Ives Library,yes,yes,LAL,,,,,,42.0,42.0
Cambridgeshire,St Neots Library,yes,yes,LAL,,,,,,42.0,42.0
Cambridgeshire,Sawston Library,yes,yes,LAL,,,2013,Yes,In temporary library due to fire in 2012. New library planned in Community Hub,23.0,23.0
Cambridgeshire,Sawtry Library,yes,yes,LAL,,,,,,15.0,15.0
Cambridgeshire,Soham Library,yes,yes,LAL,,,,,,27.0,27.0
Cambridgeshire,Somersham Library Access Point,no,no,CRL,,,,,Status of the building has not changed but the status of the organisation changed (implemented) in 2012. Now run by a registered charity and company limited by guarantee.,22.5,22.5
Cambridgeshire,Swavesey Library Access Point ,no,no,CRL,,,,,In 2016 the library was moved to a new position within the Swavesey Village College at a cost of less than Σ1K. Additionally the library was rebranded as Swavesey Library.,,
Cambridgeshire,Warboys,yes,yes,LAL,,,,,,15.0,15.0
Cambridgeshire,Waterbeach Library Access Point,no,no,CRL,,,,,"Community run library since 2004, no change in status of library",11.0,11.0
Cambridgeshire,Whittlesey Community Hub,no,yes,LAL,,,2014,Yes,Refurbished Whittlesey Library and Learning Centre rebranded. Major roof repacement Oct 2015 - March 2016 ,27.0,27.0
Cambridgeshire,Whittlesey Library Learning Centre,yes,no,,XLR,2014,,,Rebranded as Whittlesey Community Hub - library and Fenland District Council one stop shop.  ,,
Cambridgeshire,Willingham Library,yes,yes,LAL,,,,,,15.0,15.0
Cambridgeshire,Wisbech Library,yes,yes,LAL,,,,,,42.0,42.0
Cambridgeshire,Yaxley Library,yes,yes,LAL,,,,,,27.0,27.0
Camden,Belsize Community Library,yes,no,CRL,,,,,Now a community run library managed by The Winch a Voluntary sector organisation. Community managed library started 2012,16.0,16.0
Camden,Camden Town Library,yes,yes,LAL,,,,,Open+ self service technology and internal decorative refurbishment to be installed in Autumn 2016,44.0,44.0
Camden,Chalk Farm (now Primrose Hill Community Library),yes,no,CRL,,,,,"31 March 2012, Chalk Farm Library closed its doors. On 28 April 2012, re-opened as Primrose Hill Community Library",28.0,28.0
Camden,Highgate Library,yes,yes,CRL+,,,,,Community managed partnership with LBC under a memorandum of Understanding arrangement. Camden provides 30 hours of staffing resrouces and Friends group provide volunteers.,29.0,29.0
Camden,Holborn Library,yes,yes,LAL,,,,,Planned complete refurbishment for 2018,49.0,49.0
Camden,Keats Community Library,yes,no,ICL,,,,,"March 2012, KCL took over Heath Library from Camden Council who no longer provide any support",42.0,42.0
Camden,Kentish Town Library,yes,yes,LAL,,,,,Open+ self service technology and internal decorative refurbishment to be installed in Autumn 2016,49.0,49.0
Camden,Kilburn Library Centre,yes,yes,LAL,,,,,Open+ self service technology and internal decorative refurbishment to be installed in Autumn 2016,49.0,49.0
Camden,Pancras Square Library,No,yes,LAL,,,2014,Yes,Replaced St Pancras Library (older building) in 2014,78.0,78.0
Camden,Queens Crescent Library,yes,yes,LAL,,,,,Open+ self service technology and internal decorative refurbishment to be installed in Autumn 2016,41.0,41.0
Camden,Regent's Park,yes,no,,XL,2013,,,Library closed in 2013 with some computer class services relocated to the West Euston Partnership,,
Camden,Swiss Cottage Library,yes,yes,LAL,,,,,,54.0,54.0
Camden,West Hampstead Library,yes,yes,LAL,,,,,Open self service technology and internal decorative refurbishment to be installed in Autumn 2016,41.0,41.0
Central Bedfordshire,Ampthill Library,yes,yes,LAL,,,,,,31.0,31.0
Central Bedfordshire,Arlesey Library Access Point,no,no,CRL,,,,,"The Resource Centre is managed and funded by Arlesey Town Council, Central Bedfordshire libraries service provides and maintains the book stock with access to CBC library catalogue",20.5,20.5
Central Bedfordshire,Barton Library,yes,yes,LAL,,,,,,27.0,27.0
Central Bedfordshire,Biggleswade Library,yes,yes,LAL,,,,,,40.0,40.0
Central Bedfordshire,Dunstable Library,yes,yes,LAL,,,,,,48.0,48.0
Central Bedfordshire,Flitwick Library,yes,yes,LAL,,,,,,40.5,40.5
Central Bedfordshire,Houghton Regis Library,yes,yes,LAL,,,,,,46.5,46.5
Central Bedfordshire,Leighton Buzzard Library,yes,yes,LAL,,,,,,48.0,48.0
Central Bedfordshire,Potton Library,yes,yes,LAL,,,,,,18.0,18.0
Central Bedfordshire,Sandy Library,yes,yes,LAL,,,,,,37.5,37.5
Central Bedfordshire,Shefford Library,yes,yes,LAL,,,,,,37.0,37.0
Central Bedfordshire,Stotfold Library,yes,yes,LAL,,,,,,21.0,21.0
Central Bedfordshire,Toddington Library,yes,yes,LAL,,,,,,21.0,21.0
Cheshire East,Alderley Edge Library,yes,yes,LAL,,,,,,25.0,25.0
Cheshire East,Alsager Library,yes,yes,LAL,,,,,,43.5,43.5
Cheshire East,Bollington Library,yes,yes,LAL,,,,,,35.5,35.5
Cheshire East,Congleton Library,yes,yes,LAL,,,,,,44.0,44.0
Cheshire East,Crewe Library,yes,yes,LAL,,,2016,Yes,New lifestyle centre,50.0,50.0
Cheshire East,Disley Library,yes,yes,LAL,,,,,,27.0,27.0
Cheshire East,Handforth Library,yes,yes,LAL,,,,,,35.5,35.5
Cheshire East,Holmes Chapel Library,yes,yes,LAL,,,,,,35.5,35.5
Cheshire East,Hurdsfield,Yes,No,CRL,,,,,,,
Cheshire East,Knutsford Library,yes,yes,LAL,,,,,,43.5,43.5
Cheshire East,Macclesfield Library,yes,yes,LAL,,,,,,50.0,50.0
Cheshire East,Middlewich Library,yes,yes,LAL,,,,,,35.5,35.5
Cheshire East,Nantwich Library,yes,yes,LAL,,,,,,44.0,44.0
Cheshire East,Poynton Library,yes,yes,LAL,,,,,,43.5,43.5
Cheshire East,Prestbury Library,yes,yes,LAL,,,,,,11.5,11.5
Cheshire East,Sandbach Library,yes,yes,LAL,,,,,Refurbished in 2016,43.5,43.5
Cheshire East,Wilmslow Library,yes,yes,LAL,,,,,,44.0,44.0
Cheshire West and Chester,Barnton Library,yes,yes,LAL,,,,,,22.0,22.0
Cheshire West and Chester,Bishops' High Library ,yes,yes,LAL,,,,,,10.0,10.0
Cheshire West and Chester,Blacon Library,yes,yes,LAL,,,2015,Yes,,44.5,44.5
Cheshire West and Chester,Chester Library,yes,yes,LAL,,,,,"Storyhouse, collaboration with combined arts charity Storyhouse to deliver a new library as part of new Cultural Centre in Chester City Centre. Planned to open in 2017.",51.0,51.0
Cheshire West and Chester,Ellesmere Port Library,yes,yes,LAL,,,,,Refurbished in 2011,50.0,50.0
Cheshire West and Chester,Elton Library,yes,yes,LAL,,,,,,4.25,4.25
Cheshire West and Chester,Frodsham Library,yes,yes,LAL,,,2013,Yes,,48.5,48.5
Cheshire West and Chester,Great Boughton Library,yes,yes,LAL,,,,,,40.0,40.0
Cheshire West and Chester,Helsby Library,yes,yes,LAL,,,,,,33.5,33.5
Cheshire West and Chester,Hoole Library,yes,yes,CRL+,,,2013,Yes,,14.0,14.0
Cheshire West and Chester,Hope Farm Library,yes,yes,LAL,,,,,,25.5,25.5
Cheshire West and Chester,Lache Library,yes,yes,LAL,,,,,,33.5,33.5
Cheshire West and Chester,Little Sutton Library,yes,yes,LAL,,,,,,27.5,27.5
Cheshire West and Chester,Malpas Library,yes,yes,LAL,,,,,,11.0,11.0
Cheshire West and Chester,Neston Library,yes,yes,LAL,,,,,,47.5,47.5
Cheshire West and Chester,Northwich Library,yes,yes,LAL,,,,,,48.0,48.0
Cheshire West and Chester,Sandiway Library,yes,yes,LAL,,,,,,33.5,33.5
Cheshire West and Chester,Saughall Library,yes,no,,XL,2013,,,,,
Cheshire West and Chester,Tarporley Library,yes,yes,LAL,,,,,,11.0,11.0
Cheshire West and Chester,Tarvin Library,yes,yes,LAL,,,,,,10.5,10.5
Cheshire West and Chester,Tattenhall Library,yes,yes,LAL,,,2013,Yes,,15.0,15.0
Cheshire West and Chester,Upton Library,yes,yes,LAL,,,,,,40.0,40.0
Cheshire West and Chester,Weaverham Library,yes,yes,LAL,,,,,,33.5,33.5
Cheshire West and Chester,Wharton Library,yes,yes,LAL,,,,,,30.0,30.0
Cheshire West and Chester,Willaston Library,yes,yes,LAL,,,,,,5.5,5.5
Cheshire West and Chester,Winsford Library,yes,yes,LAL,,,,,,45.0,45.0
City of London,Artizan Street,No,yes,LAL,,,2012,Yes,Replaced Camomile Street library,43.0,43.0
City of London,Barbican,yes,yes,LAL,,,,,,47.0,47.0
City of London,Camomile Street Library,Yes,no,,XLR,2012,,,Replaced by Artizan Street library,0.0,0.0
City of London,City Business library,yes,yes,LAL,,,,,,40.0,40.0
City of London,Guildhall,yes,yes,LAL,,,,,,44.0,44.0
City of London,Shoe Lane,yes,yes,LAL,,,,,,41.0,41.0
Cornwall,Bodmin Library and One Stop Shop,yes,yes,LAL,,,,,,,
Cornwall,Bude Library and One Stop Shop,yes,yes,LAL,,,,,,,
Cornwall,Callington Library,yes,yes,LAL,,,,,,,
Cornwall,Camborne Library,yes,yes,LAL,,,,,,,
Cornwall,Camelford Library and One Stop Shop,yes,yes,LAL,,,,,,,
Cornwall,Devoran Micro,no,no,CRL,,,,,,,
Cornwall,Falmouth Library,yes,yes,LAL,,,,,,,
Cornwall,Fowey Library and One Stop Shop,yes,yes,LAL,,,,,,,
Cornwall,Goldsithney Micro,no,no,CRL,,,,,,,
Cornwall,Hayle Library and One Stop Shop,yes,yes,LAL,,,,,,,
Cornwall,Helston Library,yes,yes,LAL,,,,,,,
Cornwall,Ladock Micro,no,no,CRL,,,,,,,
Cornwall,Launceston Library and One Stop Shop,yes,yes,LAL,,,,,,,
Cornwall,Lerryn Micro,no,no,CRL,,,,,,,
Cornwall,Liskeard Library,yes,yes,LAL,,,,,,,
Cornwall,Looe Library and One Stop Shop,yes,yes,LAL,,,,,,,
Cornwall,Lostwithiel Library,yes,yes,LAL,,,,,,,
Cornwall,Millbrook Micro,no,no,CRL,,,,,Replaced mobile library service,,
Cornwall,Mullion Micro,no,no,CRL,,,,,Replaced mobile library service,,
Cornwall,Nanpean Micro,no,no,CRL,,,,,,,
Cornwall,Newquay Library,yes,yes,LAL,,,,,,,
Cornwall,Padstow Library,yes,yes,LAL,,,,,,,
Cornwall,Par Library,yes,yes,LAL,,,,,,,
Cornwall,Penryn Library,yes,yes,LAL,,,,,,,
Cornwall,Penzance Library and One Stop Shop,yes,yes,LAL,,,,,,,
Cornwall,Perranporth Library,yes,yes,LAL,,,,,,,
Cornwall,Polbathic Micro,no,no,CRL,,,,,,,
Cornwall,Porkellis Micro,no,no,CRL,,,,,,,
Cornwall,Redruth Library and One Stop Shop,yes,yes,LAL,,,,,,,
Cornwall,Roche Micro,no,no,CRL,,,,,,,
Cornwall,St Agnes Library,yes,yes,LAL,,,,,,,
Cornwall,St Austell Library,yes,yes,LAL,,,,,,,
Cornwall,St Blazey Micro,no,no,CRL,,,,,,,
Cornwall,St Columb Library,yes,yes,LAL,,,,,,,
Cornwall,St Columb Minor Micro,no,no,CRL,,,,,,,
Cornwall,St Dennis Micro,no,no,CRL,,,,,,,
Cornwall,St Ives Library and One Stop Shop,yes,yes,LAL,,,,,,,
Cornwall,St Just Library,yes,yes,LAL,,,,,,,
Cornwall,St Keverne Library,yes,yes,LAL,,,,,,,
Cornwall,Saltash Library and One Stop Shop,yes,yes,LAL,,,,,,,
Cornwall,Shortlanesend Micro,no,no,CRL,,,,,,,
Cornwall,Torpoint Library and One Stop Shop,yes,yes,LAL,,,,,,,
Cornwall,Treverbyn Micro,no,no,CRL,,,,,,,
Cornwall,Truro Community Library,yes,yes,LAL,,,,,,,
Cornwall,Upton Cross Library,yes,yes,LAL,,,,,Due to close August 2016 and be replaced by a mobile library service,,
Cornwall,Vogue Micro,no,no,CRL,,,,,,,
Cornwall,Wadebridge Library and One Stop Shop,yes,yes,LAL,,,,,,,
Cornwall,Wainhouse Micro,no,no,CRL,,,,,,,
Coventry,Aldermoor ,yes,yes,LAL,,,,,,26.0,26.0
Coventry,Allesley Park ,yes,yes,LAL,,,2011,Yes,Replaced the mobile library,26.0,26.0
Coventry,Arena Park ,yes,yes,LAL,,,,,Library to close August 2016 - new location to be confirmed,61.0,61.0
Coventry,Bell Green ,yes,yes,LAL,,,,,,51.0,51.0
Coventry,Caludon ,yes,yes,LAL,,,,,,25.0,25.0
Coventry,Canley ,yes,yes,LAL,,,,,,26.0,26.0
Coventry,Cheylesmore ,yes,yes,LAL,,,,,,26.0,26.0
Coventry,Coundon ,yes,yes,LAL,,,,,,43.0,43.0
Coventry,Coventry Central Library ,yes,yes,LAL,,,,,Refurbished in 2013,66.5,66.5
Coventry,Earlsdon,yes,yes,LAL,,,,,,61.0,61.0
Coventry,Finham ,yes,yes,LAL,,,,,,43.0,43.0
Coventry,Foleshill ,yes,yes,LAL,,,,,,61.0,61.0
Coventry,Hillifields ,yes,yes,LAL,,,,,,19.0,19.0
Coventry,Jubilee Crescent ,yes,yes,LAL,,,,,,43.0,43.0
Coventry,Stoke ,yes,yes,LAL,,,,,,51.0,51.0
Coventry,Tile Hill ,yes,yes,LAL,,,,,,51.0,51.0
Coventry,Willenhall,yes,yes,LAL,,,,,Library to be relocated September 2016,43.0,43.0
Croydon,Ashburton,yes,yes,CL,,,,,,44.5,44.5
Croydon,Bradmore Green,yes,yes,CL,,,,,,44.5,44.5
Croydon,Broad Green,yes,yes,CL,,,,,,35.5,35.5
Croydon,Coulsdon,yes,yes,CL,,,,,,44.5,44.5
Croydon,Croydon central library,yes,yes,CL,,,,,,53.5,53.5
Croydon,New Addington,no,yes,CL,,,2013,,,52.5,52.5
Croydon,Norbury,yes,yes,CL,,,,,,44.5,44.5
Croydon,Purley,yes,yes,CL,,,,,,44.5,44.5
Croydon,Sanderstead,yes,yes,CL,,,,,,34.5,34.5
Croydon,Selsdon,yes,yes,CL,,,,,,44.5,44.5
Croydon,Shirley,yes,yes,CL,,,,,,44.5,44.5
Croydon,South Norwood,yes,yes,CL,,,,,,34.5,34.5
Croydon,Thornton Heath,yes,yes,CL,,,,,,44.5,44.5
Cumbria,Alston (Local Link),yes,yes,LAL,,,,,Open for 48 hours a week in the summer and 34 hours a week in the winter,,
Cumbria,Ambleside (Local Link) ,yes,yes,LAL,,,,,,27.0,27.0
Cumbria,Appleby Library,yes,yes,LAL,,,,,,,
Cumbria,Arnside Library Link ,yes,yes,LAL,,,,,,0.0,0.0
Cumbria,Askam Library,yes,yes,LAL,,,,,,14.5,14.5
Cumbria,Aspatria (Local Link),yes,yes,LAL,,,,,,25.0,25.0
Cumbria,Barrow Island Library Link,yes,yes,LAL,,,,,,0.0,0.0
Cumbria,Barrow Library  ,yes,yes,LAL,,,,,,429.0,429.0
Cumbria,Bolton Book Drop,yes,yes,LAL-,,,,,Open weekly on Tuesday 14.30-16.00. Visited by Penrith Staff to exchange stock,,
Cumbria,Brampton Library ,yes,yes,LAL,,,,,,17.0,17.0
Cumbria,Broughton in Furness (Library Link),yes,yes,LAL,,,,,,0.0,0.0
Cumbria,Burgh by Sands Book Drop,yes,yes,LAL-,,,,,Open every Saturday 1.5 hrs per week,,
Cumbria,Burton Book Drop,No,No,ICL,,,,,,0.0,0.0
Cumbria,Carlisle Library,yes,yes,LAL,,,,,,57.5,57.5
Cumbria,Carlisle West (Library Link),yes,yes,LAL,,,,,,,
Cumbria,Cleator Moor (Local Link),yes,yes,LAL,,,,,,28.0,28.0
Cumbria,Cockermouth Library,yes,yes,LAL,,,,,Closed for 1 week in December 2015 as result of flooding,38.0,38.0
Cumbria,Coniston (Library Link)  ,yes,yes,LAL,,,,,,24.0,24.0
Cumbria,Dalton-in-Furness Library,yes,yes,LAL,,,,,Refurbished in 2013,29.5,29.5
Cumbria,Dent (Library Link) ,yes,yes,LAL,,,,,,,
Cumbria,Denton Holme Library,yes,yes,LAL,,,,,,10.0,10.0
Cumbria,Distington (Library Link),yes,yes,LAL,,,,,Became a Library Link in 2014,0.0,0.0
Cumbria,Egremont Library,yes,yes,LAL,,,2012,Yes,"New build replaced the temporary library situated on Main Street, Egremont",30.0,30.0
Cumbria,Ennerdale Book Drop,No,No,CRL,,,2014,No,,0.0,0.0
Cumbria,Frizington Library,yes,yes,LAL,,,,,,8.5,8.5
Cumbria,Gosforth Village (Library Link),yes,yes,CRL,,,,,Became a Library Link in 2016,0.0,0.0
Cumbria,Grange over Sands Library    ,yes,yes,LAL,,,,,,33.0,33.0
Cumbria,Hallbankgate (Library link),yes,yes,LAL,XLT,2015,,,Looking to reopen this year in same refurbished community shop,,
Cumbria,Harraby (Library Link) ,yes,yes,LAL,,,2015,Yes,,,
Cumbria,Hensingham Library,yes,yes,LAL ,,,,,,6.0,6.0
Cumbria,Holme book drop,No,No,ICL,,,,,,0.0,0.0
Cumbria,Kells Library,yes,yes,LAL ,,,,,,6.0,6.0
Cumbria,Kendal Library,yes,yes,LAL ,,,,,,42.0,42.0
Cumbria,Keswick Library,yes,yes,LAL ,,,,,Closed for 1.5 weeks in December 2015 as a result of flooding,37.0,37.0
Cumbria,Kirkby Lonsdale Library,yes,yes,LAL ,,,,,,17.5,17.5
Cumbria,Kirkby Stephen (Local Link)  ,yes,yes,LAL,,,2011,Yes,Library moved to a new shared use building with the Council Centre and Childrens Centre,,
Cumbria,Lazonby Co-op (Library Link) ,yes,yes,LAL,,,,,,,
Cumbria,Longtown (Local Link) ,yes,yes,LAL,,,,,,23.0,23.0
Cumbria,Maryport Library,yes,yes,LAL,,,,,"Refurbished in 2013 in parternship with Allerdale BC who were going to move into the library, but didn't.",41.5,41.5
Cumbria,Millom Library,yes,yes,LAL,,,,,,34.0,34.0
Cumbria,Milnthorpe (Local Link) ,yes,yes,LAL,,,,,,16.5,16.5
Cumbria,Mirehouse Library,yes,yes,LAL,,,,,,9.0,9.0
Cumbria,Moorclose Library,yes,yes,LAL,,,,,"On campus of 6th Form College, which closed in 2015.  Since then local community group has been in process of taking on the site as a CAT.  Plans for library to be included in this.",30.0,30.0
Cumbria,Morton Library Link,yes,yes,LAL,,,,,Refurbished in 2013,,
Cumbria,Nicholforest Book Drop,yes,yes,LAL-,,,,,Open 3 hours per month on last Wednesday of the month,,
Cumbria,Ormsgill (Library Link),yes,yes,LAL,,,,,,0.0,0.0
Cumbria,Penrith Library,yes,yes,LAL,,,,,"Sunday opening suspended since february 2016 pending public consultation.Sunday opening to be officially ended Oct 2016, evening hours being reduced from 4 to 2 per week in October 2016",,
